,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_style
5285,7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,5,medium
5286,6.0,0.16,0.27,12.0,0.03,39.0,98.0,0.99402,3.15,0.34,10.8, 5 ,medium
5287,7.1,,0.35,2.5,0.04,41.0,186.0,0.99128, 3.32 ,0.56,12.5,6,strong
5288,7.0,,0.26,nan,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8,strong
5289,5.6,0.21,0.24,4.4,0.027,37.0,150.0,0.991, 3.3 ,0.31,11.5,7,MEDIUM
5290,7.4,0.22,0.26,8.8,0.027,23.0,112.0,0.9931,2.98,0.41,11.4,6,MEDIUM
5291,7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7,medium
5292,6.8,,0.3,8.0,0.028,33.0,122.0,0.99164, 3.13 ,0.63,12.6,7,strong
5293,7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,light
5294,6.4,0.15,0.4,1.3,,61.0,146.0,0.99112,3.17,0.68,11.0,6,medium
5295,6.4,0.16,0.44,1.2,0.051,39.0,122.0,990.58,3.11,0.75,11.3, 7 ,medium
5296,6.8,0.15,0.41,12.9,0.044,79.5,182.0,0.99742,3.24,0.78,10.2,6, medium 
5297,6.3,0.22,0.34,1.2,0.036,32.0,96.0,0.98961, 3.06 ,0.74,11.6,6,strong
5298,7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438, 3.09 ,0.5,9.8,5,medium
5299,7.0,0.3,0.27,1.5,0.076,24.0,145.0,0.99344,3.1,0.52,10.1, 5 ,medium
5300,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904,3.06,0.5,9.2,5,
5301,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,LIGHT
5302,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,light
5303,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884, 3.05 ,0.53,9.1,6, light 
5304,,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1, 6 ,light
5305,6.6,0.15,0.34,1.0,0.037,45.0,79.0,0.98949, 2.96 ,0.5,11.7,6,STRONG
5306,6.7,,0.43,1.6,0.041,29.0,114.0,0.99014, 3.23 ,0.44,12.6,6, strong 
5307,7.7,0.35,0.46,11.8,0.088,61.0,183.0,0.99786,2.86,0.47,9.0,5,light
5308,6.7,0.31,0.09,1.4,0.039,53.0,141.0,0.99206,3.12,0.44,10.1,5,medium
5309,4.7,,0.09,,0.02,5.0,9.0,0.98722,3.3,0.34,13.6,5,STRONG
5310,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884, 3.05 ,0.53,9.1,6,light
5311,6.3,0.2,0.18,10.6,0.045,57.0,159.0,0.99666,3.09,0.54,9.2,5,light
5312,6.6,0.28,0.23,10.4,0.049,45.0,190.0,0.99754, 3.12 ,0.51,8.8,5,light
5313,8.5,0.18,0.3,1.1,0.028,34.0,95.0,0.99272,nan,0.36,10.0, 4 ,MEDIUM
5314,6.5,0.35,0.38,7.4,0.036,20.0,196.0,0.99712, 3.47 ,0.48,9.1,6,light
5315,6.8,0.22,0.26,1.2,0.041,29.0,182.0,0.99104,3.04,0.35,11.2,5, medium 
5316,,0.18,0.24,3.4,0.053,20.0,119.0,?,3.11,0.52,9.2,6,
5317,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904, 3.06 ,0.5,9.2,5,light
5318,6.6,0.3,0.45,8.0,0.038,54.0,200.0,?,3.18,0.48,9.5,5,light
5319,6.3,0.34,0.27,2.5,0.024,40.0,152.0,0.99095,3.35,0.6,11.9,7,strong
5320,7.7,0.3,0.23,2.0,,28.0,138.0,0.99382, 3.11 ,0.62,9.8,5,medium
5321,7.7,0.31,0.23,nan,0.069,29.0,134.0,0.99382,3.11,0.62,9.8,5,medium
5322,5.7,0.265,0.28,6.9,,46.0,150.0,0.99299,3.36,0.44,10.8,7,medium
5323,,0.255,0.33,1.2,0.051,29.0,122.0,0.99048, 3.37 ,0.66,11.3,6,medium
5324,6.6,0.26,0.28,9.4,0.028,13.0,605.0,0.99254,nan,1.36,30.25,6,STRONG
5325,4.8,0.17,0.28,2.9,,22.0,111.0,0.9902,3.38,0.34,11.3,7,
5326,5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,7,MEDIUM
5327,6.2,,0.33,5.4,0.028,21.0,75.0,0.99012,3.36,0.41,13.5,7,strong
5328,7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5, medium 
5329,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,6,light
5330,7.0,0.34,0.26,10.3,0.041,51.0,166.0,0.99382,3.08,0.35,11.6,6,strong
5331,7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5,
5332,6.5,,0.34,1.6,0.029,39.0,116.0,0.98954,3.21,0.68,12.5,6,strong
5333,6.0,0.21,0.29,13.1,0.042,28.0,125.0,0.99936,3.39,0.45,8.6,5,light
5334,6.1,,0.46,1.8,0.16,34.0,74.0,0.9884, 3.19 ,0.33,13.4,6,STRONG
5335,6.5,,0.48,8.0,0.026,18.0,88.0,0.99144,3.22,0.79,12.7,4,strong
5336,7.1,0.21,0.72,1.6,0.167,65.0,120.0,993.24,2.97,0.51,9.2, 5 ,light
5337,5.6,0.26,0.18,1.4,0.034,18.0,135.0,0.99174,3.32,0.35,10.2,6,MEDIUM
5338,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,LIGHT
5339,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,LIGHT
5340,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792, 2.96 ,0.39,9.0,7,light
5341,,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,light
5342,7.0,0.15,0.28,nan,0.051,29.0,149.0,?,2.96,0.39,9.0,7, light 
5343,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,light
5344,7.0,0.15,0.28,,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,light
5345,,0.27,0.28,1.8,0.04,45.0,121.0,0.99043, nan ,0.4,11.9, 5 , strong 
5346,6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,6,light
5347,6.2,0.24,0.25,12.5,0.055,47.0,134.0,0.99758,3.3,0.51,9.0,5, light 
5348,6.3,0.28,0.29,6.8,0.051,40.0,143.0,0.99374, 3.43 ,0.59,11.0,6,medium
5349,7.0,0.15,0.28,14.7,0.051,29.0,149.0,997.9200000000001,2.96,0.39,9.0,7,light
5350,5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5,MEDIUM
5351,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,medium
5352,6.6,0.27,0.33,nan,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,medium
5353,5.4,,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8, strong 
5354,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6,medium
5355,5.5,0.17,0.23,2.9,0.039,10.0,108.0,?, 3.28 ,0.5,10.0,5,medium
5356,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216, nan ,0.46,10.7,5,medium
5357,6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,medium
5358,7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6, medium 
5359,7.8,0.2,0.32,5.0,0.016,31.0,101.0,0.99186,2.99,0.39,11.0, 6 , medium 
5360,6.1,0.17,0.28,2.5,0.028,22.0,98.0,0.99072,3.16,0.37,11.1,7,medium
5361,,0.2,0.35,6.1,,10.0,40.0,0.99244,2.79,0.52,10.9, 5 ,medium
5362,6.7,0.39,0.24,2.7,,22.0,80.0,0.99084,3.03,0.37,11.5,5,medium
5363,5.4,,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8,strong
5364,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,light
5365,6.9,0.4,0.17,12.9,0.033,59.0,186.0,?, 3.08 ,0.49,9.4,5,light
5366,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,
5367,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567, 3.17 ,0.38,10.6,6,MEDIUM
5368,6.9,0.4,0.17,12.9,,59.0,186.0,0.99754,3.08,0.49,9.4,5,light
5369,7.4,0.27,0.31,2.4,0.014,15.0,143.0,0.99094, 3.03 ,0.65,12.0,4,STRONG
5370,6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.99532,3.14,0.42,10.2,6,
5371,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,
5372,,,0.12,1.3,0.009,65.0,100.0,0.9874,3.26,0.37,13.5,5,
5373,6.7,0.42,0.39,nan,0.04,61.0,248.0,0.99794,3.31,0.58,9.7, 5 ,medium
5374,6.5,0.33,0.28,6.1,,41.0,103.0,0.99122,3.24,0.32,12.2,6,strong
5375,6.9,0.33,0.31,7.7,0.04,29.0,135.0,?,3.11,0.57,12.3,5,strong
5376,6.5,0.33,0.28,,0.018,41.0,103.0,0.99122,3.24,0.32,12.2,6,strong
5377,6.3,0.15,0.3,1.4,0.022,38.0,100.0,0.99099, 3.42 ,0.57,11.4,7, medium 
5378,6.5,,0.45,7.7,0.022,31.0,97.0,0.99134,3.2,0.7,12.7, 7 ,strong
5379,6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5,MEDIUM
5380,7.4,0.25,0.29,nan,,31.0,113.0,0.99338,3.13,0.29,10.8,6,medium
5381,7.6,0.27,0.3,nan,0.018,23.0,96.0,0.9938,3.08,0.29,11.0,6,medium
5382,6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,light
5383,6.5,0.25,0.27,17.4,0.064,29.0,700.0,0.99776, 3.2 ,1.96,25.25,6,strong
5384,5.6,,0.31,2.7,0.027,11.0,100.0,0.98964,3.46,0.4,13.2,7,strong
5385,7.4,0.29,0.48,12.8,0.037,61.5,182.0,0.99808,3.02,0.34,8.8, 5 , light 
5386,6.4,0.34,0.44,8.2,0.043,54.0,201.0,0.99551, 3.18 ,0.48,9.5,5,light
5387,6.6,0.27,0.52,8.1,,53.0,202.0,0.99548,3.18,0.48,9.5,5,light
5388,6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.99541, 3.16 ,0.47,9.5,6, light 
5389,6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955, 3.18 ,0.48,9.5,5,light
5390,6.5,0.26,0.5,8.0,0.051,46.0,197.0,?,3.18,0.47,9.5,5,LIGHT
5391,6.8,0.25,0.3,11.8,0.043,53.0,133.0,?,3.03,0.58,10.4,6,medium
5392,6.3,0.32,0.26,nan,0.049,63.0,170.0,0.9961,3.14,0.55,9.9,6,medium
5393,5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,5,medium
5394,6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6,medium
5395,6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,6,light
5396,7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,light
5397,7.9,0.21,0.39,nan,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,medium
5398,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,nan,0.57,11.4,5,medium
5399,,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,5,MEDIUM
5400,8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,medium
5401,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,medium
5402,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6,medium
5403,8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3, 5 ,medium
5404,8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,
5405,7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,nan,0.47,9.3,5,light
5406,6.8,0.21,0.62,6.4,0.041,7.0,113.0,0.99358,2.96,0.59,10.2,5, medium 
5407,6.9,0.21,0.62,6.3,0.042,7.0,109.0,0.99358,2.96,0.59,10.2, 6 ,medium
5408,7.2,0.17,0.34,6.4,0.042,16.0,555.0,0.99278, 2.99 ,1.6,27.0,6,strong
5409,6.8,0.26,0.34,15.1,,42.0,162.0,0.99705,3.24,0.52,10.5,3,medium
5410,7.2,0.28,0.38,2.0,0.052,23.0,156.0,0.9912,3.13,0.52,11.1,5, medium 
5411,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,nan,0.52,10.9,5,medium
5412,7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5, medium 
5413,7.4,0.34,0.28,12.1,0.049,31.0,149.0,0.99677,3.22,0.49,10.3,5,medium
5414,6.3,,0.32,8.8,0.042,18.0,106.0,0.99172,3.28,0.33,12.9,7,STRONG
5415,6.8,0.41,0.3,8.8,0.045,28.0,131.0,0.9953,3.12,0.59,9.9,5,MEDIUM
5416,,0.4,0.24,5.1,0.036,43.0,131.0,0.99186,3.24,0.44,11.3,6,medium
5417,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6,medium
5418,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,nan,0.4,11.5,6,medium
5419,6.3,0.3,0.2,3.7,,34.0,132.0,0.99158,3.0,0.38,10.7,5,MEDIUM
5420,6.9,0.28,0.28,12.2,,52.0,139.0,0.99522,3.03,0.56,10.4,6,MEDIUM
5421,7.0,,0.28,5.7,0.033,39.0,204.0,0.99176,3.17,0.64,12.5,6, strong 
5422,6.7,0.26,0.49,8.1,0.052,48.0,197.0,0.99558,3.19,0.48,9.5,5,light
5423,,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3,7,MEDIUM
5424,6.7,,0.21,4.0,0.034,12.0,88.0,0.99016, 3.26 ,0.54,13.0,6,strong
5425,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,6, medium 
5426,5.1,0.23,0.18,1.0,0.053,13.0,99.0,989.56,3.22,0.39,11.5,5,medium
5427,6.3,0.4,0.24,5.1,,43.0,131.0,0.99186,3.24,0.44,11.3,6,MEDIUM
5428,7.1,,0.23,5.8,0.035,24.0,100.0,?,3.15,0.57,13.2,7,strong
5429,4.8,0.26,0.23,10.6,0.034,23.0,111.0,0.99274,nan,0.28,11.5,7,
5430,6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,nan,0.44,9.6,5,medium
5431,6.8,0.31,0.19,3.5,0.086,30.0,130.0,0.993,2.83,0.44,9.6,5,medium
5432,7.0,0.15,0.29,16.4,0.058,45.0,110.0,0.9978,3.15,0.37,9.7,6,medium
5433,6.5,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,3.14,0.62,9.2,5,light
5434,6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,light
5435,8.0,,0.33,1.2,0.05,41.0,103.0,0.99002, nan ,0.45,12.4,6,strong
5436,8.0,,0.33,1.2,0.05,41.0,103.0,0.99002,3.0,0.45,12.4,6,
5437,6.5,0.41,0.22,4.8,0.052,49.0,142.0,0.9946,nan,0.62,9.2, 5 ,light
5438,6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5,LIGHT
5439,6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,6,strong
5440,6.6,0.21,0.5,8.7,0.036,41.0,191.0,?, 2.96 ,0.56,11.0,6,medium
5441,7.5,0.26,0.31,1.6,0.032,36.0,109.0,0.99044,nan,0.43,11.9, 6 ,STRONG
5442,7.5,,0.28,4.0,0.028,46.0,100.0,0.98958,3.2,0.5,13.2,7,
5443,6.7,0.37,0.25,2.5,0.028,24.0,84.0,0.9909,3.14,0.36,11.7,6,strong
5444,6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986, 3.26 ,0.54,9.1,5,LIGHT
5445,6.7,,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,6,strong
5446,6.4,0.32,0.23,16.2,0.055,36.0,880.0,0.9986,3.26,2.16,22.75,5,strong
5447,7.1,0.39,0.79,1.4,0.194,23.0,90.0,0.99212, 3.17 ,0.46,10.5,6,medium
5448,8.2,0.31,0.43,7.0,0.047,18.0,87.0,?, 3.23 ,0.64,10.6,5,MEDIUM
5449,6.7,,0.32,9.0,0.023,20.0,109.0,0.99262,3.34,0.35,12.6,6,strong
5450,,,0.29,3.1,0.03,32.0,123.0,0.98913,3.41,0.33,13.7,7,strong
5451,5.9,0.2,0.23,1.5,,38.0,93.0,0.99021,3.36,0.49,12.0, 6 ,strong
5452,6.6,,0.26,4.6,0.031,26.0,120.0,0.99198,nan,0.73,12.5,7,strong
5453,5.9,0.12,0.27,4.8,,40.0,110.0,0.99226, 3.55 ,0.68,12.1,6,strong
5454,5.9,0.18,0.29,4.6,0.032,68.0,137.0,0.99159, 3.21 ,0.38,11.3,6,medium
5455,5.9,0.2,0.23,1.5,0.037,38.0,93.0,0.99021,nan,0.49,12.0,6,strong
5456,5.4,0.17,0.27,2.7,0.049,28.0,104.0,0.99224,3.46,0.55,10.3,6,MEDIUM
5457,6.1,,0.3,6.3,0.039,47.0,136.0,0.99068,3.27,0.31,12.7,6,STRONG
5458,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587, 3.12 ,0.37,9.2,5,light
5459,,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5,light
5460,6.2,0.22,0.3,12.4,0.054,108.0,152.0,997.2800000000001,3.1,0.47,9.5,6,light
5461,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,medium
5462,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1,6,medium
5463,6.6,,0.22,,0.038,17.0,98.0,0.99018,3.25,0.53,13.0,7,strong
5464,,,0.38,4.8,0.04,41.0,101.0,0.98968,3.24,0.56,13.1,6,strong
5465,8.4,0.23,0.32,1.3,0.048,59.0,113.0,0.99178,3.1,0.55,11.0,6,medium
5466,7.3,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2, 5 ,light
5467,6.0,0.22,0.25,11.1,0.056,112.0,885.0,0.9961,3.08,1.44,23.5,6,strong
5468,6.2,0.22,0.3,12.4,0.054,108.0,760.0,0.99728,nan,1.88,23.75,6,strong
5469,6.1,0.23,0.27,9.8,0.055,74.0,134.0,0.99534,3.16,0.4,10.2,6,medium
5470,6.5,0.27,0.19,6.6,0.045,98.0,175.0,0.99364,3.16,0.34,10.1, 6 , MEDIUM 
5471,,0.36,0.54,13.3,0.054,63.0,193.0,0.99864,3.06,0.49,8.6,4, light 
5472,7.6,0.37,0.51,11.7,0.094,58.0,181.0,0.99776,2.91,0.51,9.0,5,LIGHT
5473,6.7,0.26,0.51,8.0,0.062,50.0,194.0,0.99545, 3.13 ,0.5,9.6,5,medium
5474,7.4,0.22,0.27,1.6,0.057,45.0,98.0,0.99299,3.29,0.44,9.9,7,medium
5475,6.1,0.22,0.28,16.55,0.059,54.0,135.0,0.99665,nan,0.38,10.5,5,medium
5476,7.1,0.28,0.31,1.5,0.053,20.0,98.0,0.99069,3.15,0.5,11.4,5,medium
5477,6.5,0.35,0.31,10.2,0.069,58.0,170.0,0.99692,3.18,0.49,9.4, 5 ,light
5478,6.8,0.73,0.2,6.6,0.054,25.0,65.0,0.99324,3.12,0.28,11.1,4,medium
5479,6.0,0.28,0.24,nan,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,LIGHT
5480,,0.28,0.24,17.8,0.047,42.0,555.0,0.99896,3.1,1.8,22.25,6,STRONG
5481,,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,medium
5482,6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226,3.06,0.55,12.2,6, strong 
5483,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9, 6 ,light
5484,7.2,,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,
5485,6.8,0.33,0.31,7.4,0.045,34.0,143.0,0.99226, 3.06 ,0.55,12.2,6,strong
5486,7.2,,0.36,2.0,0.029,21.0,63.0,0.99076,3.13,0.63,12.5,6,strong
5487,6.0,0.28,0.24,17.8,0.047,42.0,555.0,0.99896,3.1,1.8,22.25,6,strong
5488,6.2,0.27,0.26,12.1,0.046,43.0,127.0,0.9951, 3.16 ,0.37,10.8,6,MEDIUM
5489,6.4,0.38,0.26,8.2,0.043,28.0,98.0,0.99234,2.99,0.31,11.4,6,medium
5490,7.1,0.2,0.37,1.5,0.049,28.0,129.0,0.99226,3.15,0.52,10.8,5,medium
5491,6.0,0.21,0.3,8.7,0.036,47.0,127.0,0.99368,3.18,0.39,10.6,5,
5492,7.0,0.34,0.1,3.5,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5, light 
5493,5.9,0.435,0.16,6.4,0.031,21.0,134.0,0.99151,3.24,0.46,12.2,6, STRONG 
5494,7.0,0.25,0.33,2.1,0.021,17.0,76.0,0.99021,3.26,0.45,12.3,6, strong 
5495,6.7,0.26,0.29,7.7,0.038,40.0,179.0,0.99479,3.23,0.56,10.4,6,medium
5496,7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57,10.4,6,medium
5497,8.5,0.23,0.34,1.3,0.035,54.0,110.0,0.99176,3.07,0.55,11.0,7,medium
5498,,0.21,0.3,8.7,,47.0,127.0,0.99368,nan,0.39,10.6,5,medium
5499,7.0,0.34,0.1,nan,0.044,17.0,63.0,0.9937,3.01,0.39,9.2,5,light
5500,4.8,,0.12,1.1,0.013,4.0,10.0,0.99246, 3.32 ,0.36,13.5,4,strong
5501,6.1,0.22,0.38,2.8,0.144,12.0,65.0,990.8000000000001,2.95,0.64,11.4,6, medium 
5502,5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.98994,nan,0.38,11.5,6,medium
5503,5.0,,0.18,1.9,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,7,strong
5504,6.5,,0.3,3.8,0.036,34.0,88.0,0.99028,nan,0.63,12.5,7,strong
5505,6.5,,0.3,nan,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7,strong
5506,6.7,,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,strong
5507,6.2,0.39,0.24,4.8,0.037,45.0,138.0,991.74,3.23,0.43,11.2,7,medium
5508,6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174, 3.23 ,0.43,11.2,7,medium
5509,7.1,,0.3,6.2,0.04,49.0,695.0,0.99021,3.17,1.08,34.0,6,strong
5510,7.2,0.23,0.82,1.3,0.149,70.0,109.0,0.99304,2.93,0.42,9.2,6,LIGHT
5511,6.5,,0.3,3.8,0.036,34.0,88.0,0.99028,3.25,0.63,12.5,7,strong
5512,7.2,0.25,0.32,1.5,0.054,24.0,105.0,0.99154,3.17,0.48,11.1,6,medium
5513,6.2,0.39,0.24,4.8,0.037,45.0,138.0,0.99174,3.23,0.43,11.2,7,medium
5514,4.7,,0.18,,0.036,33.0,106.0,0.98746,3.21,0.83,14.0,7,strong
5515,7.1,,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6,strong
5516,6.2,0.28,0.51,nan,0.056,49.0,206.0,0.9956,3.18,0.52,9.4,5, LIGHT 
5517,6.4,,0.28,1.6,0.037,31.0,113.0,0.98779,3.12,0.4,14.2,7,strong
5518,6.6,,0.28,nan,0.035,28.0,107.0,0.98836,3.0,0.4,13.2,6,strong
5519,7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,6,medium
5520,7.3,0.36,0.34,14.8,0.057,46.0,173.0,0.99751,3.14,0.57,10.2,5,medium
5521,6.7,,0.3,2.4,0.038,30.0,83.0,0.98867,3.09,0.36,12.8,7,strong
5522,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249,2.95,0.39,10.1,5,MEDIUM
5523,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.99249, nan ,0.39,10.1,5,medium
5524,8.6,0.22,0.33,1.2,0.031,38.0,95.0,0.99239,2.83,0.31,10.3,5,medium
5525,6.9,0.14,0.29,9.9,0.056,30.0,91.0,0.99512,3.19,0.33,9.9,6,medium
5526,6.5,0.22,0.31,nan,0.046,17.0,106.0,0.99098,3.15,0.31,11.5,5,MEDIUM
5527,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5,light
5528,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5, LIGHT 
5529,6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6,strong
5530,6.2,,0.28,1.6,0.036,28.0,106.0,0.988245,3.14,0.41,13.3,6,strong
5531,6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8,medium
5532,8.7,0.31,0.21,5.6,0.039,28.0,67.0,0.99328,2.96,0.52,11.0,4,medium
5533,7.3,0.27,0.3,1.3,0.04,26.0,84.0,0.99222,3.28,0.53,10.7,6,medium
5534,7.0,0.46,0.2,16.7,0.046,50.0,184.0,0.99898,3.08,0.56,9.4,5,light
5535,5.7,0.23,0.25,7.95,,16.0,108.0,0.99486,3.44,0.61,10.3,6,medium
5536,6.5,0.36,0.36,,0.185,51.5,151.0,0.99528,3.17,0.42,9.3,5,light
5537,8.2,0.18,0.38,1.1,0.04,41.0,92.0,0.99062,2.88,0.6,12.0,6,strong
5538,6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,medium
5539,,0.4,0.37,8.9,0.053,36.0,148.0,0.996,3.16,0.5,9.3,5,light
5540,4.9,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,nan,0.4,10.1,5,medium
5541,7.2,0.23,0.39,1.5,,26.0,106.0,0.99166,3.18,0.47,11.1,6,
5542,6.4,0.2,0.15,6.6,0.046,26.0,113.0,0.99408, 2.99 ,0.58,9.9,6,medium
5543,6.1,0.27,0.32,nan,0.048,47.0,161.0,0.99281,nan,0.6,11.0,6,medium
5544,6.2,0.27,0.32,6.3,0.048,47.0,159.0,0.99282,3.21,0.6,11.0,6,MEDIUM
5545,6.0,,0.33,2.1,0.042,31.0,127.0,0.98964,3.32,0.42,12.5,6,strong
5546,6.1,,0.32,nan,0.042,41.0,142.0,0.98952,3.31,0.44,12.7,7,strong
5547,5.7,0.14,0.3,5.4,0.045,26.0,105.0,0.99469,3.32,0.45,9.3,5,LIGHT
