Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22
a14,30.0,A34,A43,5954.0, a61 ,,3.0,A93,A102,2.0,a123,38.0,,A152,1.0,A173,1.0,A191,A201,30.0, 
A14,24.0,A32,A41,5433.0, A65 ,A71,2.0,A92,A101,4.0,a122,26.0,A143,A151,1.0,a174,1.0,A192,A201,24.0,
a11,15.0,A32,A49,806.0, A61 ,A73,4.0,a92,a101,4.0,A122,22.0,A143,A152,1.0,A172,1.0,A191,A201,15.0,
A12,9.0,A32,a43,1082.0, A61 ,A75,,A93,A101,4.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,a201,9.0,
A14,15.0,A34,A42,2788.0, A61 ,A74,2.0,A92,A102,3.0,A123,24.0,A141,A152,2.0,A173,1.0,A191,A201,15.0,
A12,,A32,A43,2930.0, A61 ,A74,2.0,A92,A101,1.0,A121,,A143,A152,1.0,A173,,A191,A201,,
A14,24.0,A34,a46,1927.0, A65 ,A73,3.0,A92,A101,2.0,A123,33.0,a143,A152,2.0,a173,1.0,A192,a201,24.0,
A12,36.0,A34,A40,2820.0, A61 ,a72,4.0,A91,a101,4.0,A123,27.0,A143,A152,2.0,,1.0,A191,A201,36.0,
a14,24.0,A32,A48,937.0, a61 ,A72,4.0,A94,A101,3.0,A123,27.0,A143,A152,2.0,A172,1.0,A191,A201,24.0, 
A12,18.0,a34,a40,1056.0, nan ,A75,3.0,A93,A103,3.0,A121,30.0,A141,A152,2.0,A173,1.0,A191,A201,18.0,
A12,12.0,A34,A40,3124.0, A61 ,A72,1.0,A93,A101,3.0,a121,49.0,A141,,2.0,A172,2.0,A191,A201,12.0,
A14,9.0,A32,a42,1388.0, a61 ,A73,,A92,A101,2.0,A121,26.0,A143,A151,1.0,A173,1.0,A191,A201,9.0,
A12,36.0,A32,A45,2384.0, A61 ,a72,4.0,A93,a101,1.0,A124,33.0,A143,a151,1.0,A172,1.0,a191,a201,36.0,99
a14,12.0,A32,A40,2133.0, A65 ,a75,4.0,A92,A101,4.0,A124,52.0,a143,A153,1.0,A174,1.0,A192,A201,12.0,
a11,18.0,a32,A42,2039.0, A61 ,A73,1.0,a92,A101,4.0,A121,20.0,,A151,1.0,A173,1.0,A191,a201,18.0,
A11,9.0,A34,a40,2799.0, A61 ,A73,2.0,A93,A101,2.0,A121,36.0,A143,A151,2.0,A173,2.0,a191,A201,9.0,
A11,12.0,A32,A42,1289.0, A61 ,,4.0,A93,A103,1.0,,21.0,A143,A152,1.0,A172,1.0,a191,A201,12.0,
A11,18.0,A32,a44,1217.0, A61 ,A73,4.0,A94,A101,3.0,A121,47.0,,A152,1.0,,1.0,A192,A201,18.0,
a11,12.0,A34,A42,2246.0, A61 ,A75,3.0,A93,A101,3.0,A122,60.0,A143,A152,,A173,1.0,A191,A201,12.0,
A11,12.0,A34,A43,385.0, A61 ,A74,4.0,A92,A101,3.0,a121,58.0,A143,A152,4.0,a172,1.0,a192,A201,12.0,
a12,24.0,A33,A40,1965.0, a65 ,A73,4.0,,A101,4.0,A123,42.0,A143,A151,2.0,A173,1.0,A192,A201,24.0,
A14,21.0,A32,A49,1572.0, A64 ,A75,4.0,A92,A101,4.0,a121,36.0,A141,A152,1.0,A172,1.0,A191,A201,21.0,
A12,24.0,a32,A40,2718.0, A61 ,A73,3.0,A92,a101,4.0,A122,20.0,A143,A151,1.0,A172,1.0,a192,A201,24.0,
A11,24.0,A31,A410,1358.0, A65 ,A75,4.0,A93,a101,3.0,A123,40.0,A142,A152,1.0,A174,1.0,A192,A201,24.0,
A12,6.0,A31,A40,931.0, A62 ,A72,1.0,A92,A101,1.0,A122,,A142,A152,1.0,A172,1.0,A191,A201,6.0,
A11,24.0,a32,a40,1442.0, A61 ,a74,4.0,a92,A101,4.0,A123,23.0,A143,A151,2.0,A173,1.0,A191,A201,24.0,
A12,24.0,a30,A49,4241.0, A61 ,a73,,A93,a101,4.0,A121,36.0,A143,A152,3.0,A172,1.0,,A201,24.0,
A14,18.0,A34,A40,2775.0, A61 ,A74,2.0,A93,A101,2.0,A122,31.0,A141,A152,2.0,A173,1.0,a191,A201,18.0,
,24.0,A33,a49,3863.0, A61 ,A73,1.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A173,1.0,A191,A201,24.0,
A12,7.0,A32,a43,2329.0, A61 ,A72,1.0,A92,,1.0,a121,45.0,a143,A152,1.0,A173,1.0,A191,A201,7.0,
A12,9.0,A32,A42,918.0, A61 ,A73,4.0,a92,A101,1.0,A122,30.0,A143,A152,1.0,A173,1.0,A191,a201,9.0,
A12,24.0,A31,A46,1837.0, A61 ,A74,4.0,A92,A101,4.0,A124,34.0,A141,A153,1.0,a172,1.0,A191,A201,24.0,
a14,36.0,A32,A42,3349.0, A61 ,a73,4.0,A92,,2.0,A123,28.0,A143,a152,1.0,A174,1.0,A192,A201,36.0,
a13,10.0,,A42,1275.0, nan ,A72,4.0,A92,A101,2.0,A122,23.0,,A152,1.0,A173,,a191,A201,10.0,
A11,24.0,A31,A42,2828.0, a63 ,A73,4.0,A93,A101,4.0,A121,22.0,A142,A152,1.0,A173,1.0,A192,a201,24.0,
A14,24.0,,A49,4526.0, A61 ,A73,3.0,A93,A101,2.0,a121,74.0,A143,A152,1.0,A174,1.0,A192,A201,24.0,
A12,36.0,A32,A43,2671.0, A62 ,A73,4.0,A92,A102,4.0,A124,50.0,a143,A153,1.0,A173,1.0,a191,a201,36.0,
A14,18.0,A32,A43,2051.0, A61 ,A72,4.0,A93,A101,1.0,,33.0,A143,A152,1.0,A173,1.0,A191,A201,18.0,
A14,15.0,A32,A41,1300.0, A65 ,A75,4.0,A93,A101,4.0,A124,45.0,A141,A153,1.0,A173,2.0,A191,A201,15.0,
,12.0,a32,A44,741.0, A62 ,A71,4.0,A92,A101,3.0,A122,22.0,A143,A152,1.0,A173,,A191,a201,12.0,
A13,10.0,,A40,1240.0, A62 ,A75,1.0,A92,A101,4.0,A124,,A143,A153,1.0,a172,2.0,a191,A201,10.0,
a11,21.0,A32,A43,3357.0, A64 ,A72,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,,21.0,
A11,24.0,a31,a41,3632.0, A61 ,,1.0,A92,A103,4.0,a123,22.0,a141,a151,1.0,,1.0,a191,A202,24.0,
A14,18.0,A33,A42,1808.0, A61 ,A74,4.0,A92,A101,1.0,,22.0,A143,A152,1.0,A173,1.0,A191,A201,18.0,
A12,48.0,A30,A49,12204.0, A65 ,A73,2.0,a93,A101,2.0,A123,48.0,A141,A152,1.0,a174,1.0,A192,A201,48.0,
A12,60.0,A33,a43,9157.0, A65 ,A73,2.0,A93,A101,2.0,A124,27.0,A143,A153,1.0,A174,1.0,A191,A201,60.0,
A11,6.0,A34,A40,3676.0, A61 ,A73,1.0,A93,A101,3.0,,37.0,A143,A151,3.0,A173,2.0,A191,A201,6.0,
a12,30.0,A32,A42,3441.0, a62 ,A73,2.0,,A102,4.0,A123,-5.0,,A151,1.0,,1.0,a191,A201,30.0,
A14,12.0,A32,A40,640.0, A61 ,A73,4.0,A91,A101,2.0,a121,49.0,,A152,1.0,A172,1.0,A191,A201,12.0,
a12,21.0,A34,A49,3652.0, A61 ,A74,2.0,A93,A101,3.0,A122,27.0,A143,A152,2.0,A173,,A191,A201,21.0,
a14,18.0,A34,A40,1530.0, A61 ,A73,3.0,A93,A101,2.0,A122,32.0,A141,A152,2.0,a173,1.0,A191,A201,18.0, 
A14,48.0,A32,A49,3914.0, a65 ,a73,4.0,A91,a101,2.0,A121,38.0,A141,A152,1.0,A173,1.0,A191,A201,48.0, 
A11,12.0,a32,A42,, A61 ,A72,4.0,A92,A101,1.0,,22.0,A143,A151,1.0,A173,1.0,A191,A201,12.0,
A11,18.0,A32,a43,2600.0, nan ,A73,4.0,,A101,4.0,A124,65.0,A143,A153,2.0,A173,1.0,A191,A201,18.0,99
a14,15.0,A32,A43,1979.0, A65 ,A75,4.0,A93,A101,2.0,A123,35.0,A143,A152,1.0,A173,1.0,A191,A201,15.0,
A13,6.0,A32,,2116.0, A61 ,A73,2.0,a93,a101,2.0,a121,41.0,a143,A152,1.0,A173,1.0,A192,A201,6.0,99
A12,9.0,A31,A40,1437.0, A62 ,A74,2.0,A93,a101,3.0,A124,29.0,,A152,1.0,A173,1.0,A191,A201,9.0,
,42.0,A34,A42,4042.0, a63 ,A73,4.0,A93,,4.0,A121,36.0,a143,a152,2.0,A173,1.0,a192,A201,42.0,
A14,9.0,A32,A46,3832.0, A65 ,A75,1.0,A93,A101,4.0,A121,64.0,A143,a152,1.0,A172,1.0,A191,A201,9.0, 
A11,24.0,A32,a43,3660.0, a61 ,A73,2.0,a92,A101,4.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,A201,24.0,
A11,18.0,a31,A42,1553.0, a61 ,A73,4.0,A93,a101,3.0,A123,,A141,A152,1.0,A173,1.0,A191,A201,18.0,
A12,15.0,,A43,1444.0, A65 ,A72,4.0,,A101,1.0,A122,23.0,A143,A152,1.0,a173,1.0,a191,A201,15.0,
a14,9.0,A32,A42,1980.0, A61 ,A72,2.0,A92,A102,2.0,A123,19.0,A143,A151,2.0,A173,1.0,A191,A201,9.0,
A12,24.0,A32,A40,1355.0, A61 ,A72,3.0,A92,A101,4.0,A123,25.0,a143,A152,1.0,A172,1.0,A192,a201,24.0,
a14,12.0,A32,A46,1393.0, A61 ,A75,,A93,A101,4.0,A122,47.0,A141,A152,,a173,2.0,A192,a201,12.0,
a14,24.0,A32,A43,1376.0, a63 ,A74,4.0,A92,A101,1.0,a123,28.0,A143,A152,1.0,a173,,A191,A201,24.0,
A14,60.0,A33,,15653.0, A61 ,A74,2.0,a93,,4.0,a123,150.0,A143,A152,2.0,A173,1.0,A192,A201,60.0,
A14,12.0,A32,a43,1493.0, nan ,A72,4.0,A92,A101,3.0,A123,34.0,A143,A152,1.0,A173,2.0,A191,a201,12.0,
A11,42.0,a33,a43,4370.0, nan ,A74,,A93,,2.0,A122,26.0,A141,a152,2.0,A173,2.0,A192,A201,42.0,
,18.0,A32,a46,750.0, A61 ,unknown,4.0,A92,a101,1.0,A121,27.0,A143,A152,1.0,A171,1.0,A191,A201,18.0,
A12,15.0,A32,A45,1308.0, A61 ,A75,4.0,A93,A101,4.0,A123,38.0,A143,a152,2.0,A172,1.0,A191,A201,15.0,
A14,15.0,a32,A46,4623.0, A62 ,A73,3.0,A93,a101,2.0,A122,40.0,A143,A152,1.0,A174,1.0,a192,A201,15.0, 
A14,24.0,A34,A43,1851.0, A61 ,A74,4.0,A94,A103,2.0,A123,33.0,A143,A152,2.0,A173,1.0,A192,A201,24.0,
A11,18.0,,A43,1880.0, a61 ,A74,4.0,a94,A101,1.0,A122,32.0,A143,A152,2.0,A174,1.0,a192,a201,18.0,
A14,36.0,A33,A49,7980.0, A65 ,A72,4.0,a93,A101,4.0,A123,27.0,A143,A151,2.0,A173,1.0,A192,A201,36.0,
A11,30.0,A30,A42,4583.0, nan ,a73,2.0,A91,A103,2.0,A121,150.0,A143,A152,2.0,a173,1.0,A191,A201,30.0, 
a14,12.0,A32,a40,1386.0, a63 ,A73,2.0,A92,A101,2.0,A122,26.0,A143,A152,1.0,a173,1.0,A191,a201,12.0,
A13,24.0,A32,A40,947.0, A61 ,A74,4.0,A93,A101,3.0,,38.0,A141,A153,1.0,A173,2.0,A191,A201,24.0,
A11,12.0,A32,A46,684.0, A61 ,A73,4.0,A93,A101,4.0,A123,40.0,a143,A151,1.0,a172,2.0,A191,A201,12.0,99
A11,,A32,A46,7476.0, A61 ,A74,4.0,A93,A101,1.0,A124,50.0,A143,A153,,,1.0,A192,A201,,
A12,12.0,A32,A42,1922.0, a61 ,A73,4.0,a93,a101,2.0,A122,37.0,a143,A152,1.0,,1.0,A191,A201,12.0, 
A11,24.0,A32,a40,2303.0, A61 ,A75,4.0,A93,A102,1.0,A121,45.0,,A152,1.0,A173,1.0,a191,A201,24.0,
A12,36.0,A33,A40,8086.0, A62 ,a75,2.0,A93,A101,4.0,A123,42.0,A143,A152,4.0,A174,1.0,A192,A201,36.0,
A14,24.0,A34,,2346.0, a61 ,A74,4.0,A93,A101,3.0,A123,35.0,A143,A152,2.0,A173,1.0,A192,A201,24.0,
A11,14.0,A32,A40,, a61 ,a71,1.0,A93,A101,4.0,A124,22.0,A143,a153,1.0,A173,1.0,a191,A201,14.0,
A12,12.0,A32,A40,888.0, A61 ,A75,4.0,a93,A101,4.0,A123,41.0,a141,A152,1.0,A172,2.0,A191,A201,12.0,
a14,48.0,A32,A43,10222.0, a65 ,A74,4.0,a93,A101,3.0,A123,,A142,a152,1.0,,1.0,A192,A201,48.0,
A12,30.0,A30,a49,4221.0, A61 ,A73,2.0,A92,A101,1.0,a123,28.0,A143,A152,2.0,A173,1.0,A191,A201,30.0,
A12,18.0,A34,a42,6361.0, A61 ,A75,2.0,A93,A101,1.0,A124,41.0,A143,a152,1.0,,1.0,A192,A201,18.0, 
a13,12.0,A32,A43,1297.0, A61 ,a73,,a94,A101,4.0,A121,23.0,A143,A151,1.0,A173,1.0,A191,A201,12.0, 
A11,12.0,a32,A40,900.0, A65 ,A73,4.0,A94,A101,,A123,23.0,A143,A152,1.0,A173,1.0,a191,A201,12.0,
a14,21.0,A32,A42,2241.0, A61 ,A75,4.0,,A101,2.0,A121,-5.0,A143,A152,2.0,A173,1.0,A191,,21.0,
A12,6.0,A33,,1050.0, a61 ,A71,4.0,A93,,1.0,A122,35.0,A142,A152,2.0,A174,1.0,A192,A201,6.0,
a13,6.0,A34,A46,, A61 ,A73,2.0,A92,A101,4.0,a122,50.0,A143,A152,1.0,A172,1.0,A191,A201,6.0,
A14,24.0,A34,A410,6314.0, A61 ,A71,4.0,A93,A102,2.0,A124,27.0,A141,A152,2.0,A174,1.0,A192,A201,24.0,
A12,30.0,A31,a42,3496.0, a64 ,A73,4.0,A93,,,A123,34.0,a142,A152,1.0,a173,2.0,a192,A201,30.0,
A14,48.0,A31,A49,3609.0, A61 ,A73,1.0,A92,A101,1.0,A121,27.0,a142,A152,,A173,1.0,A191,A201,48.0,
A11,12.0,a34,,4843.0, A61 ,A75,3.0,A93,A102,4.0,A122,43.0,A143,A151,2.0,A173,1.0,A192,A201,12.0,
A13,30.0,A34,A43,3017.0, A61 ,A75,4.0,A93,A101,4.0,,47.0,A143,a152,1.0,A173,1.0,A191,A201,30.0,
A14,24.0,A34,A49,4139.0, A62 ,A73,3.0,A93,A101,3.0,A122,27.0,A143,A152,2.0,A172,,A192,A201,24.0,
A14,36.0,A32,,5742.0, A62 ,A74,2.0,A93,A101,2.0,A123,31.0,,a152,2.0,A173,1.0,a192,A201,36.0,
A14,60.0,A32,A40,10366.0, A61 ,A75,2.0,A93,A101,4.0,A122,42.0,A143,A152,1.0,A174,1.0,A192,A201,60.0,
A14,6.0,A34,A40,2080.0, A63 ,A73,1.0,a94,A101,2.0,A123,24.0,A143,a152,1.0,A173,1.0,A191,A201,6.0,
A14,21.0,A33,A49,2580.0, A63 ,A72,4.0,A93,A101,,,41.0,A141,a152,1.0,A172,2.0,A191,A201,21.0,
A14,30.0,A34,A43,4530.0, nan ,A74,4.0,A92,A101,4.0,A123,26.0,a143,,1.0,a174,1.0,A192,A201,30.0,
a14,24.0,A34,A42,, a61 ,a75,4.0,A93,A101,4.0,A123,33.0,A143,A152,1.0,A173,1.0,A192,A201,24.0,
A12,72.0,A32,A43,5595.0, A62 ,A73,2.0,A94,A101,2.0,a123,24.0,A143,A152,1.0,A173,1.0,A191,A201,72.0,
A11,24.0,A32,A43,2384.0, A61 ,A75,4.0,a93,a101,4.0,a121,64.0,A141,A151,1.0,,1.0,A191,,24.0,
a14,18.0,a32,A43,1453.0, A61 ,A72,3.0,A92,a101,1.0,a121,26.0,A143,A152,1.0,A173,1.0,A191,A201,18.0,
A14,6.0,A32,A46,1538.0, A61 ,a72,1.0,,A101,2.0,A124,56.0,A143,a152,1.0,A173,1.0,A191,A201,6.0,
A14,12.0,A32,A43,2279.0, a65 ,A73,4.0,A93,,4.0,A124,37.0,A143,,,A173,1.0,A192,A201,12.0,
A14,15.0,,a43,1478.0, A61 ,A73,4.0,A94,a101,3.0,A121,33.0,A141,A152,,A173,1.0,A191,A201,15.0, 
a14,24.0,A34,A43,5103.0, A61 ,A72,3.0,A94,A101,3.0,A124,47.0,A143,A153,3.0,a173,1.0,A192,A201,24.0,
a12,36.0,A33,A49,9857.0, A62 ,A74,1.0,a93,A101,3.0,A122,31.0,a143,A152,2.0,a172,2.0,A192,A201,36.0,
A14,60.0,,A40,6527.0, A65 ,,4.0,A93,A101,4.0,A124,34.0,A143,A153,1.0,A173,2.0,A192,A201,60.0,
A13,10.0,a34,A43,1347.0, A65 ,A74,4.0,A93,A101,2.0,A122,27.0,A143,A152,2.0,A173,1.0,A192,A201,10.0,
A12,36.0,A33,A40,, A62 ,A75,4.0,A93,a101,3.0,a124,30.0,A143,a153,1.0,A173,1.0,a191,a201,36.0,
A14,9.0,a32,a43,2753.0, A62 ,A75,3.0,a93,A102,4.0,A123,35.0,A143,A152,1.0,A173,1.0,a192,A201,9.0,
A11,12.0,A32,,3651.0, A64 ,A73,1.0,A93,A101,3.0,A122,31.0,A143,A152,1.0,A173,2.0,A191,A201,12.0,
A11,15.0,A34,A42,975.0, A61 ,A73,2.0,A91,A101,3.0,A122,25.0,A143,A152,2.0,A173,1.0,A191,A201,15.0, 
A12,15.0,a32,A45,, A62 ,A73,3.0,A92,A101,2.0,A121,25.0,,A152,1.0,a172,1.0,A191,A201,15.0,
A12,24.0,,A43,2896.0, A62 ,A72,2.0,A93,A101,1.0,A123,29.0,A143,A152,1.0,A173,1.0,a191,,24.0,
A11,6.0,A34,A40,4716.0, A65 ,A72,1.0,,A101,3.0,A121,44.0,A143,A152,2.0,A172,2.0,A191,A201,6.0,
a14,24.0,A32,A43,2284.0, A61 ,A74,4.0,a93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A192,A201,24.0,
A14,6.0,A32,,1236.0, A63 ,A73,2.0,A93,A101,4.0,A122,50.0,A143,A151,1.0,A173,1.0,A191,A201,6.0,
A12,,A32,A43,1103.0, A61 ,A74,4.0,A93,A103,3.0,A121,29.0,A143,A152,2.0,A173,1.0,a191,A202,, 
A14,12.0,A34,A40,926.0, A61 ,A71,1.0,A92,A101,2.0,A122,38.0,A143,a152,1.0,A171,1.0,A191,a201,12.0,
A14,18.0,A34,A43,1800.0, a61 ,A73,4.0,a93,A101,2.0,A123,24.0,a143,A152,2.0,A173,1.0,A191,A201,18.0,
A13,15.0,A32,A46,1905.0, A61 ,A75,4.0,A93,a101,4.0,A123,40.0,A143,A151,1.0,A174,1.0,A192,A201,15.0,
A14,12.0,A32,A42,1123.0, A63 ,A73,4.0,a92,A101,4.0,a123,29.0,a143,A151,1.0,A172,1.0,A191,A201,12.0,
A11,48.0,A34,A41,6331.0, A61 ,A75,4.0,a93,a101,4.0,A124,46.0,A143,,2.0,A173,1.0,A192,a201,48.0,
A13,24.0,A32,A43,1377.0, A62 ,A75,4.0,A92,A101,2.0,A124,47.0,A143,A153,1.0,A173,1.0,A192,A201,24.0, 
A12,30.0,,A49,2503.0, A62 ,A75,4.0,a93,A101,2.0,A122,41.0,A142,a152,,a173,1.0,A191,A201,30.0,99
A12,27.0,A32,A49,2528.0, A61 ,A72,,A92,A101,1.0,a122,32.0,A143,A152,1.0,a173,2.0,,A201,27.0,
A14,15.0,A32,A40,5324.0, A63 ,A75,,A92,A101,4.0,A124,35.0,A143,A153,1.0,A173,1.0,A191,A201,15.0,
A12,48.0,a32,A40,6560.0, A62 ,A74,3.0,a93,,2.0,A122,24.0,A143,a152,1.0,A173,1.0,a191,A201,48.0,
A12,12.0,A30,a42,2969.0, A61 ,A72,4.0,A92,A101,3.0,A122,25.0,A143,A151,,A173,,A191,A201,12.0, 
A12,9.0,,A43,1206.0, A61 ,A75,4.0,A92,A101,4.0,A121,25.0,A143,a152,1.0,A173,1.0,A191,A201,9.0,
A12,9.0,A32,A43,2118.0, a61 ,a73,2.0,A93,A101,2.0,A121,37.0,A143,A152,1.0,A172,2.0,A191,A201,9.0,
A14,18.0,A34,,629.0, A63 ,A75,,A93,A101,3.0,a122,32.0,A141,A152,2.0,A174,1.0,A192,A201,18.0,
A11,6.0,A31,a46,1198.0, A61 ,A75,4.0,A92,A101,4.0,a124,35.0,A143,A153,1.0,A173,1.0,A191,A201,6.0,
A14,21.0,A32,a41,2476.0, a65 ,A75,4.0,a93,a101,4.0,A121,46.0,A143,A152,1.0,a174,1.0,A192,A201,21.0,
a11,9.0,A34,a43,1138.0, A61 ,A73,4.0,A93,A101,4.0,A121,25.0,a143,A152,2.0,A172,1.0,A191,,9.0,
A12,60.0,,A40,14027.0, A61 ,A74,4.0,A93,A101,2.0,a124,27.0,A143,A152,,a174,1.0,A192,a201,60.0,
A14,30.0,A34,A41,7596.0, A65 ,A75,1.0,A93,A101,,A123,63.0,a143,A152,2.0,A173,1.0,A191,A201,30.0,
A14,30.0,A34,A43,3077.0, A65 ,a75,3.0,A93,A101,2.0,A123,40.0,A143,A152,,A173,2.0,a192,,30.0,
A14,18.0,A32,A43,1505.0, a61 ,a73,4.0,A93,A101,2.0,A124,32.0,A143,a153,1.0,A174,1.0,,A201,18.0,
A13,24.0,A34,A43,3148.0, A65 ,A73,3.0,A93,a101,,A123,31.0,a143,A152,2.0,A173,1.0,A192,A201,24.0,
A12,20.0,,A41,6148.0, A62 ,A75,3.0,a94,A101,4.0,A123,31.0,A141,A152,2.0,A173,1.0,a192,A201,20.0,
A13,9.0,A30,a43,1337.0, A61 ,a72,4.0,A93,a101,2.0,a123,34.0,A143,A152,2.0,A174,1.0,A192,a201,9.0, 
A12,6.0,a31,a46,433.0, A64 ,a72,4.0,A92,A101,2.0,A122,24.0,A141,A151,1.0,A173,2.0,a191,A201,6.0,
a11,12.0,A32,A40,1228.0, A61 ,A73,,A92,A101,2.0,A121,24.0,A143,A152,1.0,A172,1.0,A191,A201,12.0,
A12,9.0,A32,A43,790.0, A63 ,a73,4.0,A92,A101,3.0,A121,66.0,A143,a152,1.0,a172,1.0,A191,A201,9.0,
A14,27.0,A32,A40,2570.0, A61 ,A73,3.0,A92,a101,3.0,A121,21.0,a143,A151,1.0,a173,1.0,,A201,27.0,
A14,6.0,A34,a40,, a64 ,A73,2.0,A92,A101,2.0,A121,41.0,A141,A152,2.0,A172,1.0,A191,a201,6.0,
A14,15.0,A34,A43,, A63 ,A73,2.0,A94,A101,2.0,a122,47.0,A143,A152,2.0,,1.0,,A201,15.0,
A11,18.0,a32,a43,1882.0, a61 ,A73,4.0,a92,A101,4.0,A123,25.0,A141,A151,2.0,,1.0,a191,A201,18.0,99
A12,48.0,A31,a49,6416.0, a61 ,A75,4.0,A92,A101,3.0,a124,59.0,A143,a151,1.0,A173,1.0,A191,a201,48.0,
A13,24.0,A34,A49,1275.0, A64 ,A73,2.0,A91,A101,4.0,A121,36.0,A143,A152,2.0,a173,1.0,A192,a201,24.0,
A12,24.0,A33,A43,6403.0, a61 ,A72,1.0,A93,a101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,A201,24.0,
A11,24.0,A32,A43,, A61 ,A73,2.0,A93,a101,4.0,A121,21.0,a143,A151,1.0,a172,2.0,A191,A201,24.0,99
A12,8.0,A32,A43,760.0, A61 ,A74,,A92,A103,2.0,A121,44.0,A143,A152,1.0,A172,1.0,A191,A201,8.0,99
A14,24.0,A32,A41,2603.0, a64 ,a73,2.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1.0,A192,A201,24.0,
A14,4.0,A34,A40,3380.0, A61 ,A74,1.0,A92,A101,1.0,A121,37.0,A143,A152,1.0,A173,2.0,A191,A201,4.0,
A12,36.0,A31,A44,3990.0, A65 ,A72,3.0,A92,A101,2.0,A124,29.0,A141,,1.0,A171,1.0,A191,a201,36.0,
A12,24.0,A32,A41,11560.0, A61 ,a73,1.0,A92,A101,4.0,A123,23.0,a143,a151,2.0,A174,1.0,a191,A201,24.0,
A11,18.0,A32,a40,4380.0, A62 ,,3.0,A93,,4.0,A123,35.0,A143,A152,1.0,A172,2.0,A192,A201,18.0,
A14,6.0,A34,A40,6761.0, nan ,A74,1.0,a93,a101,3.0,a124,45.0,A143,A152,2.0,a174,2.0,A192,A201,6.0,
a12,30.0,A30,A49,4280.0, a62 ,A73,4.0,A92,A101,4.0,A123,26.0,A143,A151,2.0,A172,1.0,a191,A201,30.0,99
a11,24.0,A31,a40,2325.0, A62 ,A74,2.0,A93,,3.0,A123,32.0,A141,A152,1.0,A173,1.0,A191,A201,24.0,
A12,10.0,A31,A43,1048.0, A61 ,A73,4.0,??,,4.0,A121,23.0,A142,A152,1.0,A172,,A191,A201,10.0,
A14,21.0,A32,a43,, A65 ,A75,4.0,A93,a101,3.0,A122,41.0,A143,A152,1.0,A173,1.0,a192,A201,21.0, 
A11,,A31,A42,2483.0, A63 ,A73,4.0,A93,A101,4.0,A121,22.0,A142,A152,1.0,a173,1.0,A192,A201,, 
A11,39.0,a34,,14179.0, A65 ,A74,4.0,a93,A101,4.0,a122,30.0,A143,A152,2.0,A174,1.0,,a201,39.0,
A11,13.0,a34,A49,1797.0, A61 ,A72,3.0,A93,A101,1.0,A122,28.0,A141,a152,2.0,A172,,A191,A201,13.0,
A11,,A32,a40,2511.0, a61 ,A71,1.0,A92,A101,4.0,,23.0,A143,A151,1.0,A173,1.0,,A201,,
A11,12.0,A32,A40,, A61 ,A72,3.0,a92,A101,1.0,,37.0,A143,A152,1.0,A172,1.0,A191,A201,12.0,
a14,21.0,A32,A41,5248.0, A65 ,A73,1.0,A93,,3.0,A123,26.0,A143,A152,1.0,a173,1.0,A191,A201,21.0,
A14,15.0,A32,A41,3029.0, A61 ,A74,2.0,A93,A101,,A123,33.0,A143,A152,,A173,1.0,A191,A201,15.0,
a11,6.0,A32,A42,428.0, a61 ,A75,2.0,A92,A101,1.0,A122,,A141,A152,1.0,a173,1.0,A192,A201,6.0,
A11,18.0,a32,A40,976.0, a61 ,a72,1.0,A92,A101,2.0,A123,23.0,a143,A152,1.0,A172,1.0,A191,a201,18.0,
A12,,A32,A49,841.0, A62 ,A74,2.0,A92,A101,4.0,A121,23.0,A143,A151,1.0,A172,1.0,A191,a201,,99
a14,30.0,A34,a43,5771.0, A61 ,A74,4.0,A92,A101,2.0,A123,25.0,A143,A152,2.0,A173,1.0,a191,A201,30.0,
A14,12.0,a33,A45,1555.0, a64 ,,4.0,a93,A101,4.0,A124,55.0,a143,a153,2.0,A173,2.0,A191,a201,12.0,
a11,24.0,a32,a40,1285.0, a65 ,A74,4.0,A92,A101,4.0,A124,32.0,a143,A151,1.0,a173,1.0,a191,A201,24.0,
A13,6.0,A34,A40,, A61 ,A73,1.0,A93,A101,1.0,A121,74.0,A143,A152,3.0,A171,2.0,A191,A202,6.0, 
A13,15.0,A34,A43,1271.0, a65 ,A73,3.0,A93,A101,4.0,A124,39.0,A143,A153,2.0,A173,1.0,A192,A201,15.0,
A14,24.0,A32,A40,1393.0, A61 ,A73,2.0,A93,A103,2.0,A121,31.0,A143,A152,1.0,A173,1.0,A192,A201,24.0,
A11,12.0,a34,a40,691.0, A61 ,A75,4.0,A93,A101,3.0,A122,35.0,A143,,,A173,1.0,A191,A201,12.0,
A14,15.0,A34,A40,5045.0, A65 ,A75,1.0,,A101,,A123,59.0,,a152,1.0,a173,1.0,,A201,15.0,
